Title,Description,Location,ID,Price,Bed,Date
2 BHK FLAT FOR RENT NEAR CALICUT MEDICAL COLLEGE,"Chevelambalam , near medical College Calicut.","India,Kerala,Kozhikode,Chevarambalam",1766323757,"₹ 17,500",2 Bds - 2 Ba - 4000 ft2,2024-04-01T09:02:08+0000
First floor for rent,First floor for rent good area with 3 rooms can be suitable for bachelors,"India,Kerala,Kozhikode,St Vincent Colony",1766307833,"₹ 25,000",3 Bds - 2 Ba - 1200 ft2,2024-04-01T06:51:55+0000
Rented house.,"Near ojin bakery, first floor, easy access main road.","India,Kerala,Kozhikode,East Nadakkavu",1766283623,"₹ 13,000",2 Bds - 2 Ba - 1200 ft2,2024-04-01T02:54:26+0000
"2BHK Semi Furnished Flat For Rent at Thondayad , Calicut(SM)","Are you looking for a Branded Flat ?Here it is !2Bhk Flat Available For Rent ,1500sq.ft Semi Furnished Flat for Rent at Thondayad , CalicutTotal Rent : 29,000/-It hosts all the amenities and all the facilities are nearby the city.*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-* kottuli ,2bhk , 1000sq.ft,semi , 23000/-*calicut Beach , 3bhk, 1600sq.ft,26000/-* YMC , 1bhk, 700sq.ft semi,25000/-* methoott Thazham 2bhk 800sq.ft semi , 16500/-*pottammal, 3bhk , furnshed,25000/-* East Hill, 3Bhk, Semi Furbished,23000/-""Note : Image shown are only for business purpose , actual building / Land may differ.""For More details, Contact:Big Deals Realtors4th Floor , Hilite Business Park , Palazhy - Calicut -About Us :Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.We Provide the following Specialised Features :* Hassle free Documentation* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","India,Kerala,Kozhikode,Thondayad",1766748639,"₹ 29,000",2 Bds - 2 Ba - 1500 ft2,2024-04-05T10:40:05+0000
"3Bhk Residential  Furnished Flat For Rent at Pottammal, Calicut (SM)","Are you looking for a Flat ?Here it is !3Bhk Flat Available For Rent ,1160 sq.ft Furnished Flat for Rent at  Pottammal, CalicutTotal Rent : 33,000/-It hosts all the amenities and all the facilities are nearby the city.*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-* kottuli ,2bhk , 1000sq.ft,semi , 23000/-*calicut Beach , 3bhk, 1600sq.ft,26000/-* YMC , 1bhk, 700sq.ft semi,25000/-* methoott Thazham 2bhk 800sq.ft semi , 16500/-*pottammal, 3bhk , furnshed,25000/-* East Hill, 3Bhk, Semi Furbished,23000/-""Note : Image shown are only for business purpose , actual building / Land may differ.""For More details, Contact:Big Deals Realtors4th Floor , Hilite Business Park , Palazhy - Calicut -About Us :Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.We Provide the following Specialised Features :* Hassle free Documentation* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","India,Kerala,Kozhikode,Pottammal",1766748358,"₹ 33,000",3 Bds - 3 Ba - 1160 ft2,2024-04-05T10:37:24+0000
"2Bhk Residential Flat For Rent at Arayedathupalam , Calicut(NT )","Are you looking for a Flat ?Here it is !Brand New 2Bhk  Flat Available For Rent ,1000 sq.ft Un Furnished Flat for Rent at Arayedathupalam, CalicutTotal Rent : 20,000/-It hosts all the amenities and all the facilities are nearby the city.*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-* kottuli ,2bhk , 1000sq.ft,semi , 23000/-*calicut Beach , 3bhk, 1600sq.ft,26000/-* YMC , 1bhk, 700sq.ft semi,25000/-* methoott Thazham 2bhk 800sq.ft semi , 16500/-*pottammal, 3bhk , furnshed,25000/-* East Hill, 3Bhk, Semi Furbished,23000/-""Note : Image shown are only for business purpose , actual building / Land may differ.""For More details, Contact:Big Deals Realtors4th Floor , Hilite Business Park , Palazhy - Calicut -About Us :Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.We Provide the following Specialised Features :* Hassle free Documentation* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","India,Kerala,Kozhikode,Araidathpalam",1766747992,"₹ 20,000",2 Bds - 2 Ba - 1000 ft2,2024-04-05T10:34:02+0000
"2BHK Furnished Flat For Rent at Arayedathupalam , Calicut(NT)","Are you looking for a  Flat ?Here it is !Brand New 2Bhk Furnished Flat Available For Rent ,1000 sq.ft Furnished Flat for Rent at Arayedathupalam, CalicutTotal Rent : 25,000/-It hosts all the amenities and all the facilities are nearby the city.*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-* kottuli ,2bhk , 1000sq.ft,semi , 23000/-*calicut Beach , 3bhk, 1600sq.ft,26000/-* YMC , 1bhk, 700sq.ft semi,25000/-* methoott Thazham 2bhk 800sq.ft semi , 16500/-*pottammal, 3bhk , furnshed,25000/-* East Hill, 3Bhk, Semi Furbished,23000/-""Note : Image shown are only for business purpose , actual building / Land may differ.""For More details, Contact:Big Deals Realtors4th Floor , Hilite Business Park , Palazhy - Calicut -About Us :Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.We Provide the following Specialised Features :* Hassle free Documentation* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","India,Kerala,Kozhikode,Arayedathupalam",1766747280,"₹ 25,000",2 Bds - 2 Ba - 1000 ft2,2024-04-05T10:27:23+0000
"2BHK Residential Furnished Flat For Rent at Thondayad, Calicut (MT)","Are you looking for a  Flat ?Here it is !2Bhk Furnished Branded Flat Available For Rent ,1362sq.ft  Fully Furnished Flat for Rent at Thondayad,  CalicutRent : Rs:35000Monthly maintenance charges: 3500Total Rent : 38,500/-It hosts all the amenities and all the facilities are nearby the city.*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-* kottuli ,2bhk , 1000sq.ft,semi , 23000/-*calicut Beach , 3bhk, 1600sq.ft,26000/-* YMC , 1bhk, 700sq.ft semi,25000/-* methoott Thazham 2bhk 800sq.ft semi , 16500/-*pottammal, 3bhk , furnshed,25000/-* East Hill, 3Bhk, Semi Furbished,23000/-""Note : Image shown are only for business purpose , actual building / Land may differ.""For More details, Contact:Big Deals Realtors4th Floor , Hilite Business Park , Palazhy - Calicut -About Us :Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.We Provide the following Specialised Features :* Hassle free Documentation* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","India,Kerala,Kozhikode,Thondayad",1766746435,"₹ 38,500",2 Bds - 2 Ba - 1362 ft2,2024-04-05T10:19:48+0000
Flats for rent (Family Only),"Flat at Calicut city (Nearby Passport office , District Cooperative hospital, Xylem)","India,Kerala,Kozhikode,Calicut Civil Station",1766736933,"₹ 15,000",2 Bds - 2 Ba - 800 ft2,2024-04-05T08:51:39+0000
3 bhk House for Rent at poovangal,"3 bhk House for Rent at poovangal 1200 sqft3 bhk attechedWell waterCar parkingKitchenRent- 15000More detailsEndless properties2 nd floor kairali complexThondayad, calicut","India,Kerala,Kozhikode,Poovangal",1764547122,"₹ 15,000",3 Bds - 2 Ba - 1200 ft2,2024-04-05T07:16:13+0000
5 BHK FULLY FURNISHED HOUSE FOR RENT AT CHEVAYOOR,5 BHK FULLY FURNISHED HOUSE FOR RENT AT CHEVAYOOR5 bhkKitchen cabinetCar parkingBed and cottWell waterRent- 30000Advance - 6 month RentMore details Endless properties 2ndfloor Kairali ComplexThondayad.  Calicut,"India,Kerala,Kozhikode,Chevayur",1764544640,"₹ 30,000",3 Bds - 3 Ba - 1800 ft2,2024-04-05T06:46:21+0000
"BACHELORS ALLOWED GROUND FLOOR FOR RENT,GOVINDAPURAM,CALICU","TWO BEDROOM,ONE ATTACHED,ONE COMMON BATHROOM,HALL,KITCHEN,BORWELL WATER,TWO WHEELER SITERENT:10000ADVANCE:25000CONT NU:8921*4664*                        25","India,Kerala,Kozhikode,Govindapuram",1652398928,"₹ 10,000",2 Bds - 2 Ba - 1100 ft2,2024-04-05T06:32:31+0000
3Bhk fully furnished Apartment for Rent at pottammal,3Bhk fully furnished Apartment For Rent at pottammal ◾3Bhk attached◾1600 sqft◾bed with cott◾ sofa◾ Table with chairs◾wardrobe◾Modular kitchenAminities◾ swimming pool◾ children's play area◾ 24 hour security ◾ water back up◾power back up◾ CctvRent-45000 +5000 mncMore DetailsEndless properties2nd floor Kairali complexThondayad,"India,Kerala,Kozhikode,Pottammal",1754944761,"₹ 50,000",3 Bds - 3 Ba - 1600 ft2,2024-04-05T06:31:16+0000
House for Rent @ Nadakkavu,Upstair House,"India,Kerala,Kozhikode,Vandipetta",1766719953,"₹ 17,000",2 Bds - 1 Ba - 800 ft2,2024-04-05T06:25:03+0000
5 bhk House for Rent at Thondayad,"5 bhk house for Rent at Thondayad5 bhk, Kitchen cabinet, car parking, well water etc Rent - 26000More detailsEndless properties2 nd floor kairali complexThondayad, calicut","India,Kerala,Kozhikode,Thondayad",1764540231,"₹ 26,000",4+ Bds - 4 Ba - 1800 ft2,2024-04-05T06:16:18+0000
3 bhk fully furnished flat for Rent at Mankavu,REDY TO OCCUPY BRAND NEW FLAT FOR RENT AT MANKAVU.◾3bhk attached ◾1525 sqft◾24hrs security ◾Children's Play area◾Lift◾Covered Car parking ◾Centralized gas◾Power back up ◾Waterback upDistance  from  Main Location to Apartment ◾1.5 KM from Gokulam public school ◾1.5 KM from upcoming LULU Convention center ◾2 KM From MIMS Hospital   and 4 KM.from  Baby Memorial Hospital ◾4 KM From Railway station ◾4.5 KM From kozhikode Beach RENT - 35000 including mncMore details Endless properties 2ndfloor Kairali ComplexThondayad.  Calicut,"India,Kerala,Kozhikode,Mankavu",1764536890,"₹ 31,000",3 Bds - 3 Ba - 1525 ft2,2024-04-05T06:01:20+0000
3Bhk Semi furnished Apartment for Rent At pottammal,3 bhk semi furnished Apartment for Rent At pottammal ◾3bhk attached ◾1000sqft ◾Modular kitchen ◾Balcony ◾Warddrobs Aminites◾Power backup◾24 hrs security◾Water back up◾Gym◾Car parkingRent-25000 including mncMore detailsEndless properties2 nd floor kairali complexThondayad. Calicut,"India,Kerala,Kozhikode,Pottammal",1760110435,"₹ 25,000",3 Bds - 3 Ba - 1300 ft2,2024-04-05T05:51:15+0000
Karaparamba krishnan nair road nr cp building 5BHK house for rent,Karaparamba krishnan nair road nr cp building 5 BHK house for rentWell water 1 car parkingRent 15000Ad 75000,"India,Kerala,Kozhikode,Karaparamba",1766715239,"₹ 15,000",,2024-04-05T05:46:18+0000
Asokapuram nr rajendra hospital 2BHK house 1 st floor for rent,Asokapuram nr rajendra hospital 2BHK house 1 st floor for rentOnly bachelors 5 men Rent 15000Ad 60000Ph 96⁴56575¹6,"India,Kerala,Kozhikode,Asokapuram",1766714297,"₹ 15,000",,2024-04-05T05:38:22+0000
Gandhiroad 2 BHK house for rent,Gandhi road 2BHK house for rentWell nd corporation water1 km d from english churchRent 8000Ad 30000Ph 96⁴56575¹6,"India,Kerala,Kozhikode,Gandhi Road",1766713537,"₹ 8,000",,2024-04-05T05:32:19+0000
3bhk semi furnished flat for rent at Thondayad bypass,3bhk semi furnished flat for rent at Thondayad bypass,"India,Kerala,Kozhikode,Thondayad",1616812515,"₹ 28,000",3 Bds - 3 Ba - 1800 ft2,2024-04-05T05:01:43+0000
1 bhk fully furnished flat for rent at Thondayad bypass,30 Amenities Lift Security,"India,Kerala,Kozhikode,Thondayad",1587367558,"₹ 22,000",1 Bds - 2 Ba - 700 ft2,2024-04-05T05:01:43+0000
Studio fully furnished flat for rent at Calicut,Studio fully furnished flat for rent at Calicut,"India,Kerala,Kozhikode,Thondayad",1580640766,"₹ 19,000",1 Bds - 1 Ba - 483 ft2,2024-04-05T04:46:22+0000
Double Storeyed House for Lease chevayoor cali,"Double Storeyed House for Lease chevayoor calicut4 bedroom ,4 bathroom ,car site lease 25 lakhsmob  62     82     91     07    7   9","India,Kerala,Kozhikode,Chevayoor",1757693777,"₹ 25,00,000",4 Bds - 4 Ba - 2000 ft2,2024-04-05T04:35:04+0000
FURNISHED UPSATIRE FOR RENT NEAR MIMS HOSPITAL CALICUT,"FURNISHED UPSATIRE FOR RENT NEAR MIMS HOSPITAL CALICUTONE BEDROORM HALL KICHEN ,KWA WATER ,CAR SITE ,FAMILY OR LADIES RENT  13000 ADVANCE 50000MOB 8    6    0    6     5      5    1    3  9  5","India,Kerala,Kozhikode,Govindapuram",1728603982,"₹ 13,000",1 Bds - 1 Ba - 800 ft2,2024-04-05T04:28:52+0000
Line house,"Its a line house, with a shop","India,Kerala,Kozhikode,Govindapuram",1766704296,"₹ 20,00,000",2 Bds - 1 Ba - 502 ft2,2024-04-05T03:57:01+0000
LEASE (PANAYAM),"Nadakkavu, first floor only, good location,","India,Kerala,Kozhikode,East Nadakkavu",1766701217,"₹ 15,00,000",3 Bds - 3 Ba - 1300 ft2,2024-04-05T03:13:55+0000
House for rent,House for rent near Arayadathpalam,"India,Kerala,Kozhikode,Puthiyara",1766681564,"₹ 16,000",2 Bds - 2 Ba - 2000 ft2,2024-04-04T16:35:55+0000
3 BHK FIRST FLOOR FOR RENT AT POTTAMMAL,"This is a 3 BHK individual house just 150 meters from Pottammal Junction Kozhikode. Ground floor occupied by Owner.  Car park and one scooter parking space avavailable. Two bed rooms are attached. One big hall cum dining, Kitchen, grilled work area available. Corporation water. Villa located at Ullas Nagar just behind the house of Dr.Bhat, eye specialist. 2 Kms from Baby Memorial hospital and 3 Kms to Kozhikode Medical College. 5 KMs from Railway Station.","India,Kerala,Kozhikode,Pottammal",1766673775,"₹ 18,000",3 Bds - 2 Ba - 1300 ft2,2024-04-04T15:01:21+0000
Flat for rent,"Kozhikode City 3 bhk full furnished flatRent 30,000.Parking. Lift. Security, Gym.","India,Kerala,Kozhikode,Cherooty Road",1766644724,"₹ 30,000",3 Bds - 3 Ba - 1751 ft2,2024-04-04T10:07:18+0000
Hi lite residency 3 bhk fully furnished flat for rent,Hi lite residency 3 bhk fully furnished flat for rent,"India,Kerala,Kozhikode,Thondayad",1745400717,"₹ 37,000",3 Bds - 3 Ba - 1750 ft2,2024-04-04T10:03:16+0000
3 bhk fully furnished Apartment for Rent at karaparamba,"3 bhk fully furnished  Apartment for Rent at karaparamba◾3 bhk atteched◾1080 sqft◾balcony◾ bed with cott◾modular kitchen◾AcAminites◾water backe up◾power back up◾24 hrs security◾pool◾covered car parkingRent- 45000 including mncMore detailsEndless properties2nd floor, kairali complexThondayad, calicut","India,Kerala,Kozhikode,Karaparamba",1765901008,"₹ 45,000",3 Bds - 3 Ba - 1080 ft2,2024-04-04T09:01:14+0000
3bhk fully furnished flat for rent at Cyberpark,3bhk fully furnished flat for rent at Cyberpark,"India,Kerala,Kozhikode,Thondayad",1637173921,"₹ 35,000",3 Bds - 3 Ba - 1800 ft2,2024-04-04T07:04:15+0000
1bhk fully furnished flat for rent at Thondayad bypass,1bhk fully furnished flat for rent at Thondayad bypass,"India,Kerala,Kozhikode,Thondayad",1637172191,"₹ 21,000",1 Bds - 1 Ba - 777 ft2,2024-04-04T07:03:14+0000
Studio fully furnished flat for rent at Thondayad bypass,Studio fully furnished flat for rent at Thondayad bypassNear Cyber park,"India,Kerala,Kozhikode,Thondayad",1632686399,"₹ 19,000",1 Bds - 1 Ba - 511 ft2,2024-04-04T07:02:28+0000
2bhk fully furnished flat for rent at Thondayad bypass,Near Hilite mall,"India,Kerala,Kozhikode,Thondayad",1624513380,"₹ 29,000",2 Bds - 3 Ba - 1402 ft2,2024-04-04T07:01:51+0000
"Newly constructed 1bhk for rent near pushpa junction, calicut",Newly constructed 1bhk for rent in Calicut,"India,Kerala,Kozhikode,Chalappuram",1766619149,"₹ 13,000",1 Bds - 1 Ba - 900 ft2,2024-04-04T06:29:01+0000
"BRANDED FULLY  FURNISHED STUDIO FLAT FOR RENT AT MALAPARAMBU,KOZHIKODE","BRANDED FULLY FURNISHED STUDIO FLAT FOR RENT AT MALAPARAMBU KOZHIKODE.FECILITIESLIFT ,GYM,COVERED PARKING,,24 HOURS SECURITY, BIO METRIC ENTRANCE.RENT_ 17000MAINTENANCE CHARGE_ 2000 EXTRA","India,Kerala,Kozhikode,Malaparamba Paroppady",1766615367,"₹ 19,000",1 Bds - 1 Ba - 650 ft2,2024-04-04T05:59:37+0000
Fully furnished 2BHK apartment near MIMS Hospital & LULU mall for rent,"2 BHK fully furnished with AC, centralized gas, covered car parking etc etc  in Crescent Kings spear apartments very near to MIMS Hospital and LULU Mall is ready for rent out.","India,Kerala,Kozhikode,Govindapuram",1766610259,"₹ 25,000",2 Bds - 2 Ba - 1250 ft2,2024-04-04T05:17:26+0000
2bhk apartment for rent@ ashokapuram,2bhk apartment for rent@ ashokapuram for bachelors,"India,Kerala,Kozhikode,Ashokapuram",1766602699,"₹ 13,000",2 Bds - 2 Ba - 1350 ft2,2024-04-04T03:59:48+0000
Apartment for rent@ methott thazham,2bhk furnished apartment for rent for bachelors Only ac bed including,"India,Kerala,Kozhikode,Pottammal",1766602406,"₹ 17,000",2 Bds - 2 Ba - 1500 ft2,2024-04-04T03:56:08+0000
"BACHELOUR ALLOWED DOUBLE STORED E HOUSE FOR RENT,BABY MEMMORIALALICUT","FIVE BEDROOM ATTACHED,HALL,KITCHEN,GOOD WELL WATER,SMALL CAR SITE","India,Kerala,Kozhikode,Puthiyara",1658435453,"₹ 35,000",4+ Bds - 4+ Ba - 800 ft2,2024-04-04T03:01:45+0000
3 bedroom indipendent house karaparamba,3 bedroom 2 attached 1 common bathroom Hall kitchen work area good ground open water well all vehicles acess road frontage just 300 meter bus stop Krishnan Nair road meepom road 15000/- Rent fiffty thousand advancePlz check our profile more property details,"India,Kerala,Kozhikode,Karaparamba",1766596966,"₹ 15,000",3 Bds - 3 Ba - 1350 ft2,2024-04-04T02:39:17+0000
കാലി ഫ്ലാറ്റ് നോക്കി എടുക്കാം,Get your appointment now,"India,Kerala,Kozhikode,Thondayad",1739372467,"₹ 26,000",3 Bds - 3 Ba - 1980 ft2,2024-04-08T04:46:06+0000
Kozhikode thondayad 500 metre from star care hospital,Single house fresh house,"India,Kerala,Kozhikode,Thondayad",1767008326,"₹ 15,000",2 Bds - 2 Ba - 1100 ft2,2024-04-08T04:45:38+0000
3 BHK FURNISHED FLAT FOR RENT AT THONDAYAD BYPASS,3 bhk Furnished flat for rent near hilite mall and cyber park,"India,Kerala,Kozhikode,Thondayad",1764963904,"₹ 30,000",3 Bds - 4 Ba - 1850 ft2,2024-04-08T04:31:11+0000
കിടിലൻ ഫ്ലാറ്റ് ആണല്ലോ,2.5 BHK FLAT AVAILABLE,"India,Kerala,Kozhikode,Thondayad",1747475368,"₹ 25,000",2 Bds - 2 Ba - 4200 ft2,2024-04-08T04:31:06+0000
കിടിലൻ ഫ്ലാറ്റിൽ നിൽക്കാം,Get your appointment with brokees,"India,Kerala,Kozhikode,Thondayad",1739398001,"₹ 30,000",3 Bds - 3 Ba - 1820 ft2,2024-04-08T04:31:06+0000
ഫ്ലാറ്റ് നല്ലതാണേൽ പിന്നെന്ത് നോക്കാനാ,Get your appointment with brokees now,"India,Kerala,Kozhikode,Thondayad",1739397338,"₹ 26,000",2 Bds - 2 Ba - 1410 ft2,2024-04-08T04:31:06+0000
Kozhikode 300 metre from new bus stant,Single house in Jafarghan colony,"India,Kerala,Kozhikode,District Jail Kozhikode",1767001668,"₹ 25,000",4 Bds - 4 Ba - 2300 ft2,2024-04-08T03:21:56+0000
GROUND FLOOR FOR RENT MANAKAVU CALICUT,"GROUND FLOOR FOR RENT MANAKAVU CALICUT 2 BEDROOM 2 BATHROOM HALL KITCH CAR SITE ,ONLY FAMILYRENT 10000ADVANCE 30000MOB    62    82     91    077   9","India,Kerala,Kozhikode,Mankavu",1757898925,"₹ 10,000",2 Bds - 2 Ba - 1000 ft2,2024-04-08T02:22:03+0000
DOUBLE STOYED FULLFURNISHED  AC HOUSE FOR RENT MANKAVU CALICUT,"DOUBLE STOYED FULLFURNISHED  AC HOUSE FOR RENT MANKAVU CALICUT3 BEDRROM ,HALL KITCH GOOD WELL WATER2 CAR PARKING RENT  20000ADVANCE 60000ONLY FAMILYMO    6  2   8  2    9  1    07    7   9","India,Kerala,Kozhikode,Mankavu",1757900193,"₹ 20,000",3 Bds - 3 Ba - 1800 ft2,2024-04-08T02:20:59+0000
2BHK apartment at Mankavu,2 BHK apartment for rent near upcoming Lulu mall,"India,Kerala,Kozhikode,Mankavu",1766997009,"₹ 13,000",2 Bds - 2 Ba - 850 ft2,2024-04-08T01:51:23+0000
കാരപ്പറമ്പ് വീട് വാടകയ്ക്ക്,"കാരപ്പറമ്പ് വീട് വാടകയ്ക്ക്രണ്ട് കിടപ്പുമുറി ഒരു ചെറിയ മുറിഅടുക്കള ഏരിയ, സിറ്റ് ഔട്ട്, ഹാൾ .2 കോമൺ ബാത്ത്റൂംവാടക 12000Adv 50000","India,Kerala,Kozhikode,Karaparamba",1766996631,"₹ 12,000",2 Bds - 2 Ba - 1500 ft2,2024-04-08T01:38:58+0000
House for rent near RP Mall,House for rent near RP MALL,"India,Kerala,Kozhikode,Asma Tower Chowk",1763416307,"₹ 16,000",2 Bds - 2 Ba - 950 ft2,2024-04-07T20:31:13+0000
3bhk semi furnished flat for rent at Thondayad bypass,"Flat for rent at Landmark World 3bhk semi furnished flat Thondayad. 1700 Sq ft with Luxury    amenities for the comfort residents .It is close to the Nesto supermarket,mall, Education institutions and Hospitals.Contact.","India,Kerala,Kozhikode,Thondayad",1639833782,"₹ 27,000",3 Bds - 3 Ba - 1700 ft2,2024-04-07T18:16:11+0000
1bhk Fully furnished flat for at Calicut,1bhk Fully furnished flat for at Calicut,"India,Kerala,Kozhikode,Thondayad",1581732710,"₹ 25,000",1 Bds - 1 Ba - 483 ft2,2024-04-07T18:16:11+0000
2Bhk furnished flat for rent at Calicut,2Bhk furnished flat for rent at Calicut,"India,Kerala,Kozhikode,Thondayad",1580165693,"₹ 35,000",2 Bds - 2 Ba - 1366 ft2,2024-04-07T18:01:06+0000
1bhk studio fully furnished flat for rent at Bypass,Fully furnished flat for rent,"India,Kerala,Kozhikode,Thondayad",1573305815,"₹ 18,000",1 Bds - 1 Ba - 511 ft2,2024-04-07T18:01:06+0000
2BHK PVS Flat,"2Bhk semi furnished flat at Perumanna Kozhikode for rent.4.5 km from Bypass.Features.Well water and Pipe water silent area ,Newly constructed please excuse brokers","India,Kerala,Kozhikode,Pottammal",1766987575,"₹ 14,000",2 Bds - 2 Ba - 1000 ft2,2024-04-07T17:47:51+0000
"3 bedroom Flat for RENT near Parayancherry, Kootuli","3 bedroom Flat for RENT near Parayancherry, Kootuli.1 st Floor. Kitchen cabinets & wardrobes done.Available to Families as well as Executive/Professional bachelors(Max 3 persons).Rent Rs 22000 per month & deposit 3 months rent.Genuine clients can contact 9,4,4,7,DOUBLE1,4,4,7,1 for details and site visit.SERVICE CHARGES AS APPLICABLE.","India,Kerala,Kozhikode,Parayanchery",1766161578,"₹ 22,000",3 Bds - 3 Ba - 1470 ft2,2024-04-07T16:31:05+0000
Cute and we'll maintained house,"Beautiful house with three rooms including big staircase room. It's in the heart of the city near to the Bodhananda Ashram at paroppadi, providing easy access to Malaparamba,  CLT medical College and new bypass road. Rent would be different for students( medicine, engineering, law)","India,Kerala,Kozhikode,Paropadi",1766972538,"₹ 12,000",3 Bds - 2 Ba - 1500 ft2,2024-04-07T14:37:20+0000
4 bhk Independent house for RENT in near Kovoor,"4 bedroom Independent house for rent in near Kovoor.Car access. Available for Office purpose & to families only.Rent Rs 35000 per month & deposit 4 months rent.Serious clients can contact 9,4,4,7,DOUBLE1,4,4,7,1 for details and site visit.SERVICE CHARGES AS APPLICABLE.","India,Kerala,Kozhikode,Kovoor",1766965319,"₹ 35,000",4 Bds - 4 Ba - 2200 ft2,2024-04-07T13:14:03+0000
New Home for Rent,"All amenities near byNewly renovated, Nearer to bypass, 5km to Railway station, Kozhikode beach, Mims hospital...","India,Kerala,Kozhikode,Thiruvannur",1764807317,"₹ 16,500",3 Bds - 3 Ba - 1200 ft2,2024-04-07T13:01:15+0000
2 bhk Semi Furnished Upstairs of House for RENT near West Nadakkavu,"2 bhk Semi Furnished Upstairs of House for RENT in near West Nadakkavu.Available to families as well as executive bachelors.Rent Rs 22000 per month & deposit 4 months rent.Genuine clients can contact 9,DOUBLE.4,7,1,1,4,4,7,1 for details 7 site visit.SERVICE CHARGES AS APPLICABLE.","India,Kerala,Kozhikode,Nadakkavu",1766956998,"₹ 22,000",2 Bds - 2 Ba - 1100 ft2,2024-04-07T11:46:06+0000
House for rent,House for rent Second floor is for rent,"India,Kerala,Kozhikode,Kakahzhi Palam",1766956437,"₹ 12,000",2 Bds - 2 Ba - 2222 ft2,2024-04-07T11:40:27+0000
2bhk Semi furnished flat for rent at Palazhi Kozhikode,2bhk Semi furnished flat for rent at Palazhi Kozhikode,"India,Kerala,Kozhikode,Thondayad",1675930329,"₹ 25,000",2 Bds - 2 Ba - 1515 ft2,2024-04-07T10:31:07+0000
